Key,Id,English(en),Russian(ru)
ACHIEVEMENT_DESTRUCTIVE_PATH_NAME,56849800880129,Destructive Path,Разрушительный путь
ACHIEVEMENT_ELITE_HUNTER_DESC,50954522058755,Kill {0} Elite enemies in a single run while using overcharge,"Убейте {0} элитных врагов за один забег, используя перегрузку"
ACHIEVEMENT_ELITE_HUNTER_NAME,56849805074432,Elite Hunter,Охотник на элиту
ACHIEVEMENT_EXECUTIONER_DESC,50954526253056,Kill {0} enemies in a single stage,Убейте {0} врагов за один этап
ACHIEVEMENT_EXECUTIONER_NAME,56849805074433,Executioner,Палач-каратель
ACHIEVEMENT_EXECUTION_DESC,50954564001800,Defeat {0} boss,Победите {0} босса
ACHIEVEMENT_EXECUTION_NAME,56849876377600,Execution,Казнь
ACHIEVEMENT_EYE_OF_THE_STORM_DESC,50954526253057,"At any moment, have {0} enemies within {1}m of you",В любой момент имейте {0} врагов в пределах {1}м от себя
ACHIEVEMENT_EYE_OF_THE_STORM_NAME,56849805074434,Eye of the Storm,Око бури
ACHIEVEMENT_FALLING_STAR_DESC,50954526253058,Kill {0} enemies with {1} while any Challenge is active,"Убейте {0} врагов с помощью {1}, пока активен любой челлендж"
ACHIEVEMENT_FALLING_STAR_NAME,56849809268736,Falling Star,Падающая звезда
ACHIEVEMENT_FIRST_SEAL_DESC,50954576584706,"During The Collapse, close your first Rift.",Во время Коллапса закройте свой первый Разлом.
ACHIEVEMENT_FIRST_SEAL_NAME,56849888960515,First Seal,Первая печать
ACHIEVEMENT_GOLDEN_OPPORTUNITY_DESC,50954526253059,Open {0} locked chests within {1} minutes after starting the game,Откройте {0} запертых сундуков в течение {1} минут после начала игры
ACHIEVEMENT_GOLDEN_OPPORTUNITY_NAME,56849809268737,Golden Opportunity,Золотая возможность
ACHIEVEMENT_GOLD_HOARDER_III_DESC,50954564001793,Collect {0} gold in total.,Соберите {0} золота в сумме.
ACHIEVEMENT_GOLD_HOARDER_III_NAME,56849872183296,Gold Hoarder III,Скопидом золота III
ACHIEVEMENT_GOLD_HOARDER_II_DESC,50954564001792,Collect {0} gold in total.,Соберите {0} золота в сумме.
ACHIEVEMENT_GOLD_HOARDER_II_NAME,56849867988997,Gold Hoarder II,Скопидом золота II
ACHIEVEMENT_GOLD_HOARDER_IV_DESC,50954564001794,Collect {0} gold in total.,Соберите {0} золота в сумме.
ACHIEVEMENT_GOLD_HOARDER_IV_NAME,56849872183297,Gold Hoarder IV,Скопидом золота IV
ACHIEVEMENT_GOLD_HOARDER_I_DESC,50954559807494,Collect {0} gold in total.,Соберите {0} золота в сумме.
ACHIEVEMENT_GOLD_HOARDER_I_NAME,56849867988996,Gold Hoarder I,Скопидом золота I
ACHIEVEMENT_GOLD_RUSH_III_DESC,50954580779011,Collect {0} gold in a single run.,Соберите {0} золота за один забег.
ACHIEVEMENT_GOLD_RUSH_III_NAME,56849897349122,Gold Rush III,Золотая лихорадка III
ACHIEVEMENT_GOLD_RUSH_II_DESC,50954580779010,Collect {0} gold in a single run.,Соберите {0} золота за один забег.
ACHIEVEMENT_GOLD_RUSH_II_NAME,56849897349121,Gold Rush II,Золотая лихорадка II
ACHIEVEMENT_GOLD_RUSH_IV_DESC,50954580779012,Collect {0} gold in a single run.,Соберите {0} золота за один забег.
ACHIEVEMENT_GOLD_RUSH_IV_NAME,56849897349123,Gold Rush IV,Золотая лихорадка IV
ACHIEVEMENT_GOLD_RUSH_I_DESC,50954580779009,Collect {0} gold in a single run.,Соберите {0} золота за один забег.
ACHIEVEMENT_GOLD_RUSH_I_NAME,56849897349120,Gold Rush I,Золотая лихорадка I
ACHIEVEMENT_GOLD_RUSH_V_DESC,50954580779013,Collect {0} gold in a single run.,Соберите {0} золота за один забег.
ACHIEVEMENT_GOLD_RUSH_V_NAME,56849897349124,Gold Rush V,Золотая лихорадка V
ACHIEVEMENT_GRAVEBREAKER_III_DESC,50954564001797,Break {0} destructible objects in total.,Уничтожьте {0} разрушаемых объектов в сумме.
ACHIEVEMENT_GRAVEBREAKER_III_NAME,56849872183300,Gravebreaker III,Сокрушитель могил III
ACHIEVEMENT_GRAVEBREAKER_II_DESC,50954564001796,Break {0} destructible objects in total.,Уничтожьте {0} разрушаемых объектов в сумме.
ACHIEVEMENT_GRAVEBREAKER_II_NAME,56849872183299,Gravebreaker II,Сокрушитель могил II
ACHIEVEMENT_GRAVEBREAKER_IV_DESC,50954564001798,Break {0} destructible objects in total.,Уничтожьте {0} разрушаемых объектов в сумме.
ACHIEVEMENT_GRAVEBREAKER_IV_NAME,56849872183301,Gravebreaker IV,Сокрушитель могил IV
ACHIEVEMENT_GRAVEBREAKER_I_DESC,50954564001795,Break {0} destructible objects in total.,Уничтожьте {0} разрушаемых объектов в сумме.
ACHIEVEMENT_GRAVEBREAKER_I_NAME,56849872183298,Gravebreaker I,Сокрушитель могил I
ACHIEVEMENT_GREEN_DEATH_DESC,50954526253060,Slay Elite that has {0}+ {1} stacks,"Убейте элиту, имеющую {0}+ стаков {1}"
ACHIEVEMENT_GREEN_DEATH_NAME,56849813463040,Green Death,Зелёная смерть
ACHIEVEMENT_HELL_S_DISCIPLE_DESC,50954530447360,Complete any stage after activating {0}+ Effigies,"Завершите любой этап, активировав {0}+ идолов"
ACHIEVEMENT_HELL_S_DISCIPLE_NAME,56849813463041,Hell's Disciple,Ученик Ада
ACHIEVEMENT_HORDE_REAPER_III_DESC,50954568196102,Slay {0} enemies in total.,Убейте {0} врагов в сумме.
ACHIEVEMENT_HORDE_REAPER_III_NAME,56849880571905,Horde Reaper III,Жнец орды III
ACHIEVEMENT_HORDE_REAPER_II_DESC,50954568196101,Slay {0} enemies in total.,Убейте {0} врагов в сумме.
ACHIEVEMENT_HORDE_REAPER_II_NAME,56849880571904,Horde Reaper II,Жнец орды II
ACHIEVEMENT_HORDE_REAPER_IV_DESC,50954568196103,Slay {0} enemies in total.,Убейте {0} врагов в сумме.
ACHIEVEMENT_HORDE_REAPER_IV_NAME,56849880571906,Horde Reaper IV,Жнец орды IV
ACHIEVEMENT_HORDE_REAPER_I_DESC,50954568196100,Slay {0} enemies in total.,Убейте {0} врагов в сумме.
ACHIEVEMENT_HORDE_REAPER_I_NAME,56849876377606,Horde Reaper I,Жнец орды I
ACHIEVEMENT_HORDE_REAPER_V_DESC,50954568196104,Slay {0} enemies in total.,Убейте {0} врагов в сумме.
ACHIEVEMENT_HORDE_REAPER_V_NAME,56849880571907,Horde Reaper V,Жнец орды V
ACHIEVEMENT_HOT_ORBIT_DESC,50954530447361,Hit {0} Burning enemies with {1} in a single stage,Поразите {0} горящих врагов с помощью {1} за один этап
ACHIEVEMENT_HOT_ORBIT_NAME,56849813463042,Hot Orbit,Жаркая орбита
ACHIEVEMENT_HUMBLE_VICTORY_DESC,50954530447362,Defeat the {0} boss without triggering Overcharge during the entire run,Победите босса {0} без срабатывания перегрузки за весь забег
ACHIEVEMENT_HUMBLE_VICTORY_NAME,56849817657344,Humble Victory,Скромная победа
ACHIEVEMENT_IDOL_WORSHIPPER_DESC,50954530447363,Activate {0} Effigies during a single run,Активируйте {0} идолов за один забег
ACHIEVEMENT_IDOL_WORSHIPPER_NAME,56849817657345,Idol Worshipper,Идолопоклонник
ACHIEVEMENT_IGNITING_THE_COIL_DESC,50954534641664,Crit {0} Burning enemies with {1} in a single run,Нанесите крит {0} горящим врагам с помощью {1} за один забег
ACHIEVEMENT_IGNITING_THE_COIL_NAME,56849821851648,Igniting the Coil,Поджигая катушку
ACHIEVEMENT_INFUSION_OF_POWER_DESC,50954564001801,Infuse an item for the first time.,Наполните предмет впервые.
ACHIEVEMENT_INFUSION_OF_POWER_NAME,56849876377601,Infusion of Power,Наполнение силой
ACHIEVEMENT_MAGIC_SHIELD_DESC,50954534641665,Take {0} magic damage in a single run,Получите {0} магического урона за один забег
ACHIEVEMENT_MAGIC_SHIELD_NAME,56849821851649,Magic Shield,Магический щит
ACHIEVEMENT_MARKED_BY_THE_STORM_DESC,50954534641666,Extend {1} to {0} second duration,Продлите {1} до {0} секунд длительности
ACHIEVEMENT_MARKED_BY_THE_STORM_NAME,56849826045952,Marked By The Storm,Меченный бурей
ACHIEVEMENT_MASOCHIST_DESC,50954534641667,Open chest when there is Champion or Elite within {1}m of you while below {0}% health,"Откройте сундук, когда чемпион или элита находится в пределах {1}м от вас, при здоровье ниже {0}%"
ACHIEVEMENT_MASOCHIST_NAME,56849826045953,Masochist,Мазохист
ACHIEVEMENT_MASSACRE_III_DESC,50954589167617,Slay {0} enemies in a single run.,Убейте {0} врагов за один забег.
ACHIEVEMENT_MASSACRE_III_NAME,56849909932032,Massacre III,Бойня III
ACHIEVEMENT_MASSACRE_II_DESC,50954589167616,Slay {0} enemies in a single run.,Убейте {0} врагов за один забег.
ACHIEVEMENT_MASSACRE_II_NAME,56849905737733,Massacre II,Бойня II
ACHIEVEMENT_MASSACRE_IV_DESC,50954589167618,Slay {0} enemies in a single run.,Убейте {0} врагов за один забег.
ACHIEVEMENT_MASSACRE_IV_NAME,56849909932033,Massacre IV,Бойня IV
ACHIEVEMENT_MASSACRE_I_DESC,50954584973320,Slay {0} enemies in a single run.,Убейте {0} врагов за один забег.
ACHIEVEMENT_MASSACRE_I_NAME,56849905737732,Massacre I,Бойня I
ACHIEVEMENT_MASSACRE_V_DESC,50954589167619,Slay {0} enemies in a single run.,Убейте {0} врагов за один забег.
ACHIEVEMENT_MASSACRE_V_NAME,56849909932034,Massacre V,Бойня V
ACHIEVEMENT_NIGHT_WATCH_III_DESC,50954589167625,Survive {0} minutes in a single run.,Продержитесь {0} минут за один забег.
ACHIEVEMENT_NIGHT_WATCH_III_NAME,56849914126336,Night Watch III,Ночная стража III
ACHIEVEMENT_NIGHT_WATCH_II_DESC,50954589167624,Survive {0} minutes in a single run.,Продержитесь {0} минут за один забег.
ACHIEVEMENT_NIGHT_WATCH_II_NAME,56849909932039,Night Watch II,Ночная стража II
ACHIEVEMENT_NIGHT_WATCH_IV_DESC,50954589167626,Survive {0} minutes in a single run.,Продержитесь {0} минут за один забег.
ACHIEVEMENT_NIGHT_WATCH_IV_NAME,56849914126337,Night Watch IV,Ночная стража IV
ACHIEVEMENT_NIGHT_WATCH_I_DESC,50954589167623,Survive {0} minutes in a single run.,Продержитесь {0} минут за один забег.
ACHIEVEMENT_NIGHT_WATCH_I_NAME,56849909932038,Night Watch I,Ночная стража I
ACHIEVEMENT_NIGHT_WATCH_V_DESC,50954589167627,Survive {0} minutes in a single run.,Продержитесь {0} минут за один забег.
ACHIEVEMENT_NIGHT_WATCH_V_NAME,56849914126338,Night Watch V,Ночная стража V
ACHIEVEMENT_NO_ESCAPE_DESC,50954538835968,Don't use dash during a boss fight,Не используйте рывок во время боя с боссом
ACHIEVEMENT_NO_ESCAPE_NAME,56849826045954,No Escape,Не уйти
ACHIEVEMENT_ONE_SHOT_WONDER_DESC,50954538835969,Kill {0} Elites within {1} seconds of each other,Убейте {0} элит в течение {1} секунд друг за другом
ACHIEVEMENT_ONE_SHOT_WONDER_NAME,56849830240256,One-Shot Wonder,Чудо одного удара
ACHIEVEMENT_ORBITAL_CLEANUP_DESC,50954538835970,Break {0} destructibles with {1} in one run,Уничтожьте {0} разрушаемых объектов с помощью {1} за один забег
ACHIEVEMENT_ORBITAL_CLEANUP_NAME,56849830240257,Orbital Cleanup,Орбитальная зачистка
ACHIEVEMENT_OVERTIME_EXORCIST_DESC,50954576584708,Close {0} Rifts during a single Collapse.,Закройте {0} Разломов за один Коллапс.
ACHIEVEMENT_OVERTIME_EXORCIST_NAME,56849893154817,Overtime Exorcist,Экзорцист овертайма
ACHIEVEMENT_POWER_FORGED_DESC,50954564001799,Empower an item for the first time.,Усильте предмет впервые.
ACHIEVEMENT_POWER_FORGED_NAME,56849872183302,Power Forged,Выкован силой
ACHIEVEMENT_RED_LINE_DESC,50954543030272,Complete an entire stage without healing above {0}% Life,"Завершите весь этап, не восстанавливая здоровье выше {0}%"
ACHIEVEMENT_RED_LINE_NAME,56849834434560,Red Line,Красная черта
ACHIEVEMENT_REIGN_OF_DEATH_DESC,50954543030273,Defeat {0} boss,Победите {0} босса
ACHIEVEMENT_REIGN_OF_DEATH_NAME,56849834434561,Reign of Death,Царство смерти
ACHIEVEMENT_RIFT_BREAKER_DESC,50954576584707,Close {0} Rifts during a single Collapse.,Закройте {0} Разломов за один Коллапс.
ACHIEVEMENT_RIFT_BREAKER_NAME,56849893154816,Rift Breaker,Сокрушитель разломов
ACHIEVEMENT_RISING_POWER_III_DESC,50954584973317,Reach hero level {0} in a single run.,Достигните уровня героя {0} за один забег.
ACHIEVEMENT_RISING_POWER_III_NAME,56849905737729,Rising Power III,Восходящая сила III
ACHIEVEMENT_RISING_POWER_II_DESC,50954584973316,Reach hero level {0} in a single run.,Достигните уровня героя {0} за один забег.
ACHIEVEMENT_RISING_POWER_II_NAME,56849905737728,Rising Power II,Восходящая сила II
ACHIEVEMENT_RISING_POWER_IV_DESC,50954584973318,Reach hero level {0} in a single run.,Достигните уровня героя {0} за один забег.
ACHIEVEMENT_RISING_POWER_IV_NAME,56849905737730,Rising Power IV,Восходящая сила IV
ACHIEVEMENT_RISING_POWER_I_DESC,50954584973315,Reach hero level {0} in a single run.,Достигните уровня героя {0} за один забег.
ACHIEVEMENT_RISING_POWER_I_NAME,56849901543429,Rising Power I,Восходящая сила I
ACHIEVEMENT_RISING_POWER_V_DESC,50954584973319,Reach hero level {0} in a single run.,Достигните уровня героя {0} за один забег.
ACHIEVEMENT_RISING_POWER_V_NAME,56849905737731,Rising Power V,Восходящая сила V
ACHIEVEMENT_ROOTED_DEFIANCE_DESC,50954543030274,Complete a stage without dashing and without going under {0}% life.,"Завершите этап, не используя рывок и не опускаясь ниже {0}% здоровья."
ACHIEVEMENT_ROOTED_DEFIANCE_NAME,56849834434562,Rooted Defiance,Несгибаемое упорство
ACHIEVEMENT_RUNE_KEEPER_III_DESC,50954559807491,Capture {0} Runestones in total.,Захватите {0} рунных камней в сумме.
ACHIEVEMENT_RUNE_KEEPER_III_NAME,56849867988993,Rune Keeper III,Хранитель рун III
ACHIEVEMENT_RUNE_KEEPER_II_DESC,50954559807490,Capture {0} Runestones in total.,Захватите {0} рунных камней в сумме.
ACHIEVEMENT_RUNE_KEEPER_II_NAME,56849867988992,Rune Keeper II,Хранитель рун II
ACHIEVEMENT_RUNE_KEEPER_IV_DESC,50954559807492,Capture {0} Runestones in total.,Захватите {0} рунных камней в сумме.
ACHIEVEMENT_RUNE_KEEPER_IV_NAME,56849867988994,Rune Keeper IV,Хранитель рун IV
ACHIEVEMENT_RUNE_KEEPER_I_DESC,50954559807489,Capture {0} Runestones in total.,Захватите {0} рунных камней в сумме.
ACHIEVEMENT_RUNE_KEEPER_I_NAME,56849863794689,Rune Keeper I,Хранитель рун I
ACHIEVEMENT_RUNE_KEEPER_V_DESC,50954559807493,Capture {0} Runestones in total.,Захватите {0} рунных камней в сумме.
ACHIEVEMENT_RUNE_KEEPER_V_NAME,56849867988995,Rune Keeper V,Хранитель рун V
ACHIEVEMENT_RUNE_RUSH_III_DESC,50954576584711,Capture {0} Runestones in a single run.,Захватите {0} рунных камней за один забег.
ACHIEVEMENT_RUNE_RUSH_III_NAME,56849893154820,Rune Rush III,Рунный рывок III
ACHIEVEMENT_RUNE_RUSH_II_DESC,50954576584710,Capture {0} Runestones in a single run.,Захватите {0} рунных камней за один забег.
ACHIEVEMENT_RUNE_RUSH_II_NAME,56849893154819,Rune Rush II,Рунный рывок II
ACHIEVEMENT_RUNE_RUSH_IV_DESC,50954576584712,Capture {0} Runestones in a single run.,Захватите {0} рунных камней за один забег.
ACHIEVEMENT_RUNE_RUSH_IV_NAME,56849893154821,Rune Rush IV,Рунный рывок IV
ACHIEVEMENT_RUNE_RUSH_I_DESC,50954576584709,Capture {0} Runestones in a single run.,Захватите {0} рунных камней за один забег.
ACHIEVEMENT_RUNE_RUSH_I_NAME,56849893154818,Rune Rush I,Рунный рывок I
ACHIEVEMENT_RUNE_RUSH_V_DESC,50954580779008,Capture {0} Runestones in a single run.,Захватите {0} рунных камней за один забег.
ACHIEVEMENT_RUNE_RUSH_V_NAME,56849893154822,Rune Rush V,Рунный рывок V
ACHIEVEMENT_SCRAP_DAWN_DESC,50954568196096,Salvage an item for the first time.,Разберите предмет впервые.
ACHIEVEMENT_SCRAP_DAWN_NAME,56849876377602,Scrap Dawn,Рассвет лома
ACHIEVEMENT_SCRAP_MASTER_III_DESC,50954568196099,Salvage {0} items in total.,Разберите {0} предметов в сумме.
ACHIEVEMENT_SCRAP_MASTER_III_NAME,56849876377605,Scrap Master III,Мастер лома III
ACHIEVEMENT_SCRAP_MASTER_II_DESC,50954568196098,Salvage {0} items in total.,Разберите {0} предметов в сумме.
ACHIEVEMENT_SCRAP_MASTER_II_NAME,56849876377604,Scrap Master II,Мастер лома II
ACHIEVEMENT_SCRAP_MASTER_I_DESC,50954568196097,Salvage {0} items in total.,Разберите {0} предметов в сумме.
ACHIEVEMENT_SCRAP_MASTER_I_NAME,56849876377603,Scrap Master I,Мастер лома I
ACHIEVEMENT_SELF_MADE_DESC,50954543030275,Earn {0} gold in a single stage without opening any chests,"Заработайте {0} золота за один этап, не открывая ни одного сундука"
ACHIEVEMENT_SELF_MADE_NAME,56849838628864,Self Made,Сам себя сделал
ACHIEVEMENT_SHACKLE_SHOCK_DESC,50954543030276,Deal {0} damage with {1} in one run,Нанесите {0} урона с помощью {1} за один забег
ACHIEVEMENT_SHACKLE_SHOCK_NAME,56849838628865,Shackle Shock,Шок оков
ACHIEVEMENT_SKELETON_SLAYER_III_DESC,50954572390401,Slay {0} Skeletons in total.,Убейте {0} скелетов в сумме.
ACHIEVEMENT_SKELETON_SLAYER_III_NAME,56849880571910,Skeleton Slayer III,Истребитель скелетов III
ACHIEVEMENT_SKELETON_SLAYER_II_DESC,50954572390400,Slay {0} Skeletons in total.,Убейте {0} скелетов в сумме.
ACHIEVEMENT_SKELETON_SLAYER_II_NAME,56849880571909,Skeleton Slayer II,Истребитель скелетов II
ACHIEVEMENT_SKELETON_SLAYER_I_DESC,50954568196105,Slay {0} Skeletons in total.,Убейте {0} скелетов в сумме.
ACHIEVEMENT_SKELETON_SLAYER_I_NAME,56849880571908,Skeleton Slayer I,Истребитель скелетов I
ACHIEVEMENT_SOUL_COLLECTOR_DESC,50954547224576,Gain {0} levels within a single stage,Получите {0} уровней в рамках одного этапа
ACHIEVEMENT_SOUL_COLLECTOR_NAME,56849838628866,Soul Collector,Собиратель душ
ACHIEVEMENT_SPECTRE_HUNTER_III_DESC,50954589167622,"Slay {0} Spectres in a single run, while the Exit is open.","Убейте {0} призраков за один забег, пока открыт Выход."
ACHIEVEMENT_SPECTRE_HUNTER_III_NAME,56849909932037,Spectre Hunter III,Охотник на призраков III
ACHIEVEMENT_SPECTRE_HUNTER_II_DESC,50954589167621,"Slay {0} Spectres in a single run, while the Exit is open.","Убейте {0} призраков за один забег, пока открыт Выход."
ACHIEVEMENT_SPECTRE_HUNTER_II_NAME,56849909932036,Spectre Hunter II,Охотник на призраков II
ACHIEVEMENT_SPECTRE_HUNTER_I_DESC,50954589167620,"Slay {0} Spectres in a single run, while the Exit is open.","Убейте {0} призраков за один забег, пока открыт Выход."
ACHIEVEMENT_SPECTRE_HUNTER_I_NAME,56849909932035,Spectre Hunter I,Охотник на призраков I
ACHIEVEMENT_SPREADING_THE_PLAGUE_DESC,50954547224577,Infect {0} enemies with {1} using {2} in one stage,Заразите {0} врагов эффектом {1} с помощью {2} за один этап
ACHIEVEMENT_SPREADING_THE_PLAGUE_NAME,56849842823168,Spreading the Plague,Распространяя чуму
ACHIEVEMENT_STATUE_DESC,50954547224578,Stand still during the entire stage until Obelisk is charged,"Стойте неподвижно весь этап, пока Обелиск не зарядится"
ACHIEVEMENT_STATUE_NAME,56849842823169,Statue,Статуя
ACHIEVEMENT_STATUS_COLLECTOR_DESC,50954547224579,Kill Elite with {0}+ status effects,Убейте элиту с {0}+ эффектами
ACHIEVEMENT_STATUS_COLLECTOR_NAME,56849847017472,Status Collector,Собиратель эффектов
ACHIEVEMENT_STORM_CHASER_DESC,50954547224580,Deal {0} {1} damage in a single run,Нанесите {0} урона типа {1} за один забег
ACHIEVEMENT_STORM_CHASER_NAME,56849847017473,Storm Chaser,Преследователь бури
ACHIEVEMENT_STORM_IS_COMING_DESC,50954551418880,Deal {0} damage with {1} in a single run,Нанесите {0} урона с помощью {1} за один забег
ACHIEVEMENT_STORM_IS_COMING_NAME,56849847017474,Storm is Coming,Грядёт буря
ACHIEVEMENT_SURGE_PROTOCOL_DESC,50954551418881,Use Overcharge {0} times during a single stage,Используйте перегрузку {0} раз за один этап
ACHIEVEMENT_SURGE_PROTOCOL_NAME,56849847017475,Surge Protocol,Протокол всплеска
ACHIEVEMENT_SURGE_SURVIVOR_DESC,50954551418882,Use Overcharge {0} times in a single run while below {1}% HP each time,"Используйте перегрузку {0} раз за один забег, каждый раз имея меньше {1}% HP"
ACHIEVEMENT_SURGE_SURVIVOR_NAME,56849851211776,Surge Survivor,Выживший на всплеске
ACHIEVEMENT_SURVIVOR_S_TIME_III_DESC,50954572390404,Survive {0} minutes in total.,Продержитесь {0} минут в сумме.
ACHIEVEMENT_SURVIVOR_S_TIME_III_NAME,56849884766210,Survivor's Time III,Время выжившего III
ACHIEVEMENT_SURVIVOR_S_TIME_II_DESC,50954572390403,Survive {0} minutes in total.,Продержитесь {0} минут в сумме.
ACHIEVEMENT_SURVIVOR_S_TIME_II_NAME,56849884766209,Survivor's Time II,Время выжившего II
ACHIEVEMENT_SURVIVOR_S_TIME_IV_DESC,50954572390405,Survive {0} minutes in total.,Продержитесь {0} минут в сумме.
ACHIEVEMENT_SURVIVOR_S_TIME_IV_NAME,56849884766211,Survivor's Time IV,Время выжившего IV
ACHIEVEMENT_SURVIVOR_S_TIME_I_DESC,50954572390402,Survive {0} minutes in total.,Продержитесь {0} минут в сумме.
ACHIEVEMENT_SURVIVOR_S_TIME_I_NAME,56849884766208,Survivor's Time I,Время выжившего I
ACHIEVEMENT_SURVIVOR_S_TIME_V_DESC,50954572390406,Survive {0} minutes in total.,Продержитесь {0} минут в сумме.
ACHIEVEMENT_SURVIVOR_S_TIME_V_NAME,56849884766212,Survivor's Time V,Время выжившего V
ACHIEVEMENT_TIME_BENDER_DESC,50954551418883,Slay {0} enemies that are frozen,Убейте {0} замороженных врагов
ACHIEVEMENT_TIME_BENDER_NAME,56849851211777,Time Bender,Властелин времени
ACHIEVEMENT_TOTAL_DOMINATION_DESC,50954551418884,"Activate all Runestones, Effigies and open Locked chests in a single stage","Активируйте все рунные камни, идолов и откройте запертые сундуки за один этап"
ACHIEVEMENT_TOTAL_DOMINATION_NAME,56849855406080,Total Domination,Полное господство
ACHIEVEMENT_TREASURE_HUNTER_DESC,50954555613184,Open every locked chest in all stages before exiting stage {0}.,"Откройте каждый запертый сундук на всех этапах, прежде чем покинуть этап {0}."
ACHIEVEMENT_TREASURE_HUNTER_NAME,56849855406081,Treasure Hunter,Охотник за сокровищами
ACHIEVEMENT_UNDERCRYPT_CONQUEROR_III_DESC,50954576584705,Complete Undercrypt Tier 3.,Завершите Подсклеп Ранга 3.
ACHIEVEMENT_UNDERCRYPT_CONQUEROR_III_NAME,56849888960514,Undercrypt Conqueror III,Покоритель Подсклепа III
ACHIEVEMENT_UNDERCRYPT_CONQUEROR_II_DESC,50954576584704,Complete Undercrypt Tier 2.,Завершите Подсклеп Ранга 2.
ACHIEVEMENT_UNDERCRYPT_CONQUEROR_II_NAME,56849888960513,Undercrypt Conqueror II,Покоритель Подсклепа II
ACHIEVEMENT_UNDERCRYPT_CONQUEROR_I_DESC,50954572390407,Complete Undercrypt Tier 1.,Завершите Подсклеп Ранга 1.
ACHIEVEMENT_UNDERCRYPT_CONQUEROR_I_NAME,56849888960512,Undercrypt Conqueror I,Покоритель Подсклепа I
ACHIEVEMENT_WALK_INTO_IT_DESC,50954555613185,Make a boss cross your {1} {0} times,Заставьте босса пересечь ваш {1} {0} раз
ACHIEVEMENT_WALK_INTO_IT_NAME,56849859600384,Walk into It,Сам напросился
ACHIEVEMENT_ZERO_TO_HERO_DESC,50954555613186,Defeat {0} boss without having any ability,"Победите {0} босса, не имея ни одной способности"
ACHIEVEMENT_ZERO_TO_HERO_NAME,56849859600385,Zero to Hero,Из грязи в князи
ACHIEVEMENT_ZONE_COMMANDER_DESC,50954555613187,"Capture all Runestones in {0} consecutive stages, without leaving capture area","Захватите все рунные камни на {0} этапах подряд, не покидая зону захвата"
ACHIEVEMENT_ZONE_COMMANDER_NAME,56849859600386,Zone Commander,Командир зоны
BOSS_CRYPT_PRINCE_NAME,764089805561856,Crypt Prince,Принц склепа
BOSS_NECROMANCER_NAME,763957752094720,Necromancer,Некромант
BOSS_OFFERING_GREATER_DIFFICULTY_DESC,56850379694094,Boss: Dread Presence,Босс: Гнетущее присутствие
BOSS_OFFERING_GREATER_GEAR_DESC,56850379694096,Guaranteed Major Affix,Гарантированный главный аффикс
BOSS_OFFERING_GREATER_LOOT_DESC,56850379694095,Guaranteed Legendary,Гарантированный легендарный предмет
BOSS_OFFERING_GREATER_NAME,56850379694093,Greater Offer,Великое предложение
BOSS_OFFERING_GREATER_SCORE_REWARD_DESC,56850379694097,Score Reward: {finalScoreReward},Награда очками: {finalScoreReward}
BOSS_OFFERING_LESSER_DIFFICULTY_DESC,56850379694085,Boss: Standard Presence,Босс: Обычное присутствие
BOSS_OFFERING_LESSER_LOOT_DESC,56850379694086,Guaranteed Legendary,Гарантированный легендарный предмет
BOSS_OFFERING_LESSER_NAME,56850379694084,Lesser Offer,Малое предложение
BOSS_OFFERING_LESSER_SCORE_REWARD_DESC,56850379694087,Score Reward: {finalScoreReward},Награда очками: {finalScoreReward}
BOSS_OFFERING_MAJOR_DIFFICULTY_DESC,56850379694089,Boss: Empowered Presence,Босс: Усиленное присутствие
BOSS_OFFERING_MAJOR_GEAR_DESC,56850379694091,Chance for Major Affix,Шанс на главный аффикс
BOSS_OFFERING_MAJOR_LOOT_DESC,56850379694090,Guaranteed Legendary,Гарантированный легендарный предмет
BOSS_OFFERING_MAJOR_NAME,56850379694088,Major Offer,Большое предложение
BOSS_OFFERING_MAJOR_SCORE_REWARD_DESC,56850379694092,Score Reward: {finalScoreReward},Награда очками: {finalScoreReward}
BOSS_THE_EXECUTOR_NAME,764169438617600,The Executor,Палач
CHALLENGE_BLOOD_WORMS_DESC,50954601750528,"Slay Blood Worms within this area, then kill their Queen","Убейте кровавых червей в этой зоне, затем убейте их Королеву"
CHALLENGE_BLOOD_WORMS_NAME,56849926709248,Blood Worms,Кровавые черви
CHALLENGE_BLOOD_WORMS_SHORT_DESC,50954601750529,Blood Worms to slay: {0},Кровавых червей убить: {0}
CHALLENGE_PYLONS_OF_BLOOD_DESC,50954605944832,Feed Blood Pylons by slaying enemies within their area,"Кормите Кровавые пилоны, убивая врагов в их области"
CHALLENGE_PYLONS_OF_BLOOD_NAME,56849930903552,Pylons of Blood,Пилоны крови
CHALLENGE_PYLONS_OF_BLOOD_SHORT_DESC,50954605944833,Pylons to feed: {0},Пилонов накормить: {0}
CHALLENGE_REWARD_PICK_MORPH_DESC,56850379694099,Choose a Morph,Выберите морф
CHALLENGE_REWARD_PICK_POWERUP_DESC,56850379694098,Pick 1 Powerup,Выберите 1 усиление
CHALLENGE_REWARD_TREASURE_CHEST_DESC,56850379694100,Epic Treasure Chest,Эпический сундук с сокровищами
CHALLENGE_TUMOUR_PURGE_DESC,50954605944834,Destroy 3 Blood Tumours,Уничтожьте 3 кровавые опухоли
CHALLENGE_TUMOUR_PURGE_NAME,56849930903553,Tumour Purge,Зачистка опухолей
