Key,Id,English(en),Russian(ru)
PAUSE_MENU_RESUME_BUTTON,431264212443136,Resume,Продолжить
PLAYER_LEADERBOARD_RANK_LABEL,757469197361152,Rank #{0} of all players,Место #{0} среди всех игроков
POWERUP_CATEGORY_ABILITY_LABEL,50984708464642,Ability,Способность
POWERUP_CATEGORY_ABILITY_MORPH_LABEL,50984708464640,Morph - {prerequisiteName},Морф — {prerequisiteName}
POWERUP_CATEGORY_ABILITY_TRAIT_LABEL,50984704270337,Trait - {prerequisiteName},Черта — {prerequisiteName}
POWERUP_CATEGORY_GLOBAL_MORPH_LABEL,50984708464644,Global Morph,Глобальный морф
POWERUP_CATEGORY_MAIN_ATTACK_MORPH_LABEL,50984708464643,Main Attack Morph,Морф основной атаки
POWERUP_CATEGORY_MAIN_ATTACK_TRAIT_LABEL,50984708464641,Main Attack Trait,Черта основной атаки
POWERUP_CATEGORY_MORPH_EVOLUTION_LABEL,50984708464645,Morph Evolution,Эволюция морфа
POWERUP_CATEGORY_TRAIT_LABEL,50984704270336,Trait,Черта
POWERUP_MORPH_INFO_TOOLTIP_FORMAT,50984700076044,"During a run, collect {requiredUpgrades} <1>Morph Cards</1> from <1>Treasure Chests</1> to activate this Morph.","Во время забега соберите {requiredUpgrades} <1>карт морфа</1> из <1>сундуков с сокровищами</1>, чтобы активировать этот морф."
POWERUP_PICKER_TITLE,107679455371282,Pick Powerup,Выберите усиление
PRELOAD_SELECT_CONTROLS_HEADER,2478537113067520,Select Controls,Выбор управления
PRESET_ACTIVATED_NOTIFICATION,107679455371281,Preset {presetIndex} activated.,Пресет {presetIndex} активирован.
PROGRESSION_TREE_NODE_COMPLETED,748377636593664,Completed,Завершено
PROGRESSION_TREE_SPECIALIZATION_EXCLUSIVE_WARNING,107679455371286,Mutually exclusive with other specializations,Несовместимо с другими специализациями
PROGRESSION_TREE_WINDOW_TITLE,748295021387776,Progression Journey,Путь развития
PROGRESSION_TREE_WISHLIST_CTA,4697306388488192,Thank you for playing and WISHLIST Hellforged on Steam,Спасибо за игру! Добавьте Hellforged в список желаемого в Steam
QUIT_GAME_BUTTON,106108579471360,Quit,Выход
RECOMMENDED_STATS_TOOLTIP,5770292214358016,Stats defined by your current Arsenal build. These are optimal stats to look on for your gear to help you scale your abilities and relics the best.,"Характеристики, определяемые текущей сборкой Арсенала. Это оптимальные характеристики, которые стоит искать на снаряжении, чтобы лучше всего усиливать способности и реликвии."
RELIC_CARD_CATEGORY_LABEL,1200000000000027,Relic,Реликвия
RUN_POWERS_ABILITIES_HEADER,803819620392960,Abilities,Способности
RUN_POWERS_LEGENDARIES_HEADER,803932166152192,Legendaries,Легендарки
RUN_POWERS_MORPHS_HEADER,803883000520704,Morphs,Морфы
RUN_POWERS_RELICS_HEADER,803991188398080,Relics,Реликвии
RUN_POWERS_TRAITS_HEADER,804028983271424,Traits,Черты
RUN_STAGES_HEADER,801096292360192,Run Stages,Этапы забега
SALVAGE_BUTTON,795690933411840,Salvage,Разобрать
SALVAGING_ADD_ALL_BUTTON,795757127917568,Add All,Добавить всё
SALVAGING_ADD_ALL_COMMON_BUTTON,795811670646784,Add Common,Добавить обычные
SALVAGING_ADD_ALL_LEGENDARY_BUTTON,795920428949504,Add Legendary,Добавить легендарные
SALVAGING_ADD_ALL_RARE_BUTTON,795881233178624,Add Rare,Добавить редкие
SALVAGING_WINDOW_HEADER,795639976812544,Salvaging,Разбор
SAVE_SLOT_CREATE_NEW_PROMPT,107090407317504,Create new save,Создать сохранение
SAVE_SLOT_DELETE_CONFIRM_BUTTON,107679455371267,Delete,Удалить
SAVE_SLOT_DELETE_CONFIRM_MESSAGE,107679455371266,Are you sure you want to delete save in slot {slotId}?,Удалить сохранение в слоте {slotId}?
SAVE_SLOT_DELETE_CONFIRM_TITLE,107679455371265,Delete Save,Удалить сохранение
SAVE_SLOT_NAME,107679455371264,Save Slot {slotIndex},Слот сохранения {slotIndex}
SAVE_SLOT_NEW_SAVE_CONFIRM_BUTTON,107679455371270,Create,Создать
SAVE_SLOT_NEW_SAVE_CONFIRM_MESSAGE,107679455371269,Create a new save in slot {slotId}?,Создать новое сохранение в слоте {slotId}?
SAVE_SLOT_NEW_SAVE_CONFIRM_TITLE,107679455371268,New Save,Новое сохранение
SAVE_SLOT_NO_FILE_LABEL,107679455371285,Game Save (No File),Сохранение (нет файла)
SCORE_COLON,789701463105536,Score:,Очки:
SECURED_LOOT_INFO,800827093540864,All your loot is now secured and won't be lost on death,Вся ваша добыча защищена и не будет потеряна при смерти
SECURED_LOOT_LABEL,803649100963840,Secured Loot,Защищённая добыча
SECURED_LOOT_PANEL_HEADER,5756458934198272,Secured Loot,Защищённая добыча
SETTINGS_GRAPHIC_QUALITY_HIGH_LABEL,1200000000000019,High,Высокое
SETTINGS_GRAPHIC_QUALITY_LOW_LABEL,1200000000000020,Low,Низкое
SETTINGS_INPUT_HAND_MODE_LEFT_HANDED_LABEL,1200000000000102,Left-handed,Левша
SETTINGS_INPUT_HAND_MODE_RIGHT_HANDED_LABEL,1200000000000101,Right-handed,Правша
SETTINGS_VFX_QUALITY_PERFORMANCE_LABEL,1200000000000022,Performance,Производительность
SETTINGS_VFX_QUALITY_QUALITY_LABEL,1200000000000021,Quality,Качество
SETTINGS_VFX_QUALITY_ULTRA_PERFORMANCE_LABEL,1200000000000023,Ultra Performance,Ультрапроизводительность
SOCIAL_DISCORD_BUTTON,660205892263936,Join our Discord,Вступить в наш Discord
SOCIAL_FEEDBACK_FORM_BUTTON,2481071617728512,Feedback,Отзыв
SOCIAL_WISHLIST_BUTTON,663245806362624,WISHLIST,В ЖЕЛАЕМОЕ
STASH_SORT_BY_ACQUISITION_TOGGLE,779494716596224,By Acquisition,По получению
STASH_SORT_BY_ITEM_POWER_TOGGLE,779375006965760,By Item Power,По силе предмета
STASH_SORT_BY_ITEM_TYPE_TOGGLE,779452291211264,By Type,По типу
STASH_SORT_BY_RARITY_TOGGLE,779284032512000,By Rarity,По редкости
STASH_WINDOW_TITLE,779041102618624,Stash,Хранилище
STAT_ABILITY_CAST_SPEED_BONUS_DESC,690000000000015,Increases how often your Abilities trigger,Повышает частоту срабатывания способностей
STAT_ABILITY_CAST_SPEED_BONUS_LABEL,690000000000005,Cast Speed Bonus,Бонус скорости каста
STAT_ABILITY_DAMAGE_BONUS_DESC,690000000000138,Increases damage dealt by abilities. Main Attack does not scale with this value.,"Повышает урон, наносимый способностями. Основная атака не масштабируется от этого значения."
STAT_ABILITY_DAMAGE_BONUS_LABEL,690000000000075,Ability Damage Bonus,Бонус урона способностей
STAT_ABSORB_LABEL,690000000000037,Absorb,Поглощение
STAT_ALL_DAMAGE_BONUS_DESC,690000000000137,"Increases all damage you deal, including Main Attack, abilities, Overcharge, and status effects.","Повышает весь наносимый урон, включая основную атаку, способности, Перегрузку и статус-эффекты."
STAT_ALL_DAMAGE_BONUS_LABEL,690000000000004,All Damage,Весь урон
STAT_ARC_ANGLE_LABEL,690000000000097,Arc Angle,Угол дуги
STAT_AREA_BONUS_DESC,690000000000151,"Increases the size of area abilities, letting them hit enemies in a larger area.","Увеличивает размер площадных способностей, позволяя поражать врагов на большей площади."
STAT_AREA_BONUS_LABEL,690000000000083,Area Bonus,Бонус площади
STAT_ARMOR_DESC,690000000000007,"<1>Armor</1> reduces physical damage done to you by enemies. Maximum effective armor is capped at <1>{maximumArmor}</1>
Reduction cannot exceed <1>{armorCap}</1>. Reduction cap can be increased in the Eternal Tree.

Current reduction: <1>{currentReduction}</1>","<1>Броня</1> снижает физический урон, наносимый врагами. Максимальная эффективная броня ограничена значением <1>{maximumArmor}</1>
Снижение не может превысить <1>{armorCap}</1>. Предел снижения можно повысить в Вечном Древе.

Текущее снижение: <1>{currentReduction}</1>"
STAT_ARMOR_LABEL,690000000000034,Armor,Броня
STAT_ARMOR_PERCENTAGE_CAP_DESC,690000000000135,Maximum physical damage reduction Armor can reach. Raising this lets Armor protect you past its current cap.,"Максимальное снижение физического урона, которого может достичь броня. Повышение этого предела позволяет броне защищать сверх текущего лимита."
STAT_ARMOR_PERCENTAGE_CAP_LABEL,690000000000039,Armor Percentage Cap,Предел брони (%)
STAT_ATTACK_RANGE_LABEL,690000000000080,Attack Range,Дальность атаки
STAT_ATTACK_SPEED_DESC,690000000000014,Frequency of main attack per second,Частота основной атаки в секунду
STAT_ATTACK_SPEED_LABEL,690000000000079,Attack Speed,Скорость атаки
STAT_BASE_BLEED_DAMAGE_DESC,690000000000148,Makes Bleed effects deal more damage. Added to Attack Damage before the Bleed damage percent and damage bonuses are calculated.,Заставляет эффекты кровотечения наносить больше урона. Добавляется к урону атаки до расчёта процента урона кровотечения и бонусов к урону.
STAT_BASE_BLEED_DAMAGE_LABEL,690000000000067,Base Bleed Damage,Базовый урон кровотечения
STAT_BASE_BURN_DAMAGE_DESC,690000000000149,Makes Burn effects deal more damage. Added to Attack Damage before the Burn damage percent and damage bonuses are calculated.,Заставляет эффекты горения наносить больше урона. Добавляется к урону атаки до расчёта процента урона горения и бонусов к урону.
STAT_BASE_BURN_DAMAGE_LABEL,690000000000068,Base Burn Damage,Базовый урон горения
STAT_BASE_COLD_DAMAGE_DESC,690000000000143,Makes Cold abilities hit harder. Added to Attack Damage before the ability damage percent and damage bonuses are calculated.,Заставляет холодные способности бить сильнее. Добавляется к урону атаки до расчёта процента урона способностей и бонусов к урону.
STAT_BASE_COLD_DAMAGE_LABEL,690000000000062,Base Cold Damage,Базовый холодный урон
STAT_BASE_DAMAGE_DESC,690000000000009,"<1>Attack Damage</1> is the core stat that all your attacks and abilities scale from, forming the foundation for your total damage output.","<1>Урон атаки</1> — основная характеристика, от которой масштабируются все атаки и способности, формируя фундамент общего урона."
STAT_BASE_DAMAGE_LABEL,690000000000000,Attack Damage,Урон атаки
STAT_BASE_FIRE_DAMAGE_DESC,690000000000142,Makes Fire abilities hit harder. Added to Attack Damage before the ability damage percent and damage bonuses are calculated.,Заставляет огненные способности бить сильнее. Добавляется к урону атаки до расчёта процента урона способностей и бонусов к урону.
STAT_BASE_FIRE_DAMAGE_LABEL,690000000000061,Base Fire Damage,Базовый огненный урон
STAT_BASE_LIGHTNING_DAMAGE_DESC,690000000000146,Makes Lightning abilities hit harder. Added to Attack Damage before the ability damage percent and damage bonuses are calculated.,Заставляет способности молнии бить сильнее. Добавляется к урону атаки до расчёта процента урона способностей и бонусов к урону.
STAT_BASE_LIGHTNING_DAMAGE_LABEL,690000000000065,Base Lightning Damage,Базовый урон молнией
STAT_BASE_MYSTIC_DAMAGE_DESC,690000000000147,Makes Mystic abilities hit harder. Added to Attack Damage before the ability damage percent and damage bonuses are calculated.,Заставляет мистические способности бить сильнее. Добавляется к урону атаки до расчёта процента урона способностей и бонусов к урону.
STAT_BASE_MYSTIC_DAMAGE_LABEL,690000000000066,Base Mystic Damage,Базовый мистический урон
STAT_BASE_NECROTIC_DAMAGE_DESC,690000000000144,Makes Necrotic abilities hit harder. Added to Attack Damage before the ability damage percent and damage bonuses are calculated.,Заставляет некротические способности бить сильнее. Добавляется к урону атаки до расчёта процента урона способностей и бонусов к урону.
STAT_BASE_NECROTIC_DAMAGE_LABEL,690000000000063,Base Necrotic Damage,Базовый некротический урон
STAT_BASE_OVERCHARGE_DAMAGE_DESC,690000000000150,Adds flat damage to Overcharge abilities before Overcharge damage bonuses are applied.,Добавляет фиксированный урон способностям Перегрузки до применения бонусов к урону Перегрузки.
STAT_BASE_OVERCHARGE_DAMAGE_LABEL,690000000000069,Base Overcharge Damage,Базовый урон Перегрузки
STAT_BASE_PHYSICAL_DAMAGE_DESC,690000000000145,Makes Physical abilities hit harder. Added to Attack Damage before the ability damage percent and damage bonuses are calculated.,Заставляет физические способности бить сильнее. Добавляется к урону атаки до расчёта процента урона способностей и бонусов к урону.
STAT_BASE_PHYSICAL_DAMAGE_LABEL,690000000000064,Base Physical Damage,Базовый физический урон
STAT_BLEED_DAMAGE_BONUS_LABEL,690000000000103,Bleed Damage Bonus,Бонус урона кровотечения
STAT_BLEED_DURATION_BONUS_DESC,690000000000157,Makes Bleed effects last longer. Longer Bleeds can deal more total damage if the effect keeps ticking.,"Заставляет эффекты кровотечения длиться дольше. Более долгое кровотечение может нанести больше суммарного урона, пока эффект продолжает тикать."
STAT_BLEED_DURATION_BONUS_LABEL,690000000000171,Bleed Duration Bonus,Бонус длительности кровотечения
STAT_BOUNCE_COUNT_LABEL,690000000000090,Bounce Count,Кол-во отскоков
STAT_BURN_DAMAGE_BONUS_LABEL,690000000000104,Burn Damage Bonus,Бонус урона горения
STAT_CAST_TIME_LABEL,690000000000096,Cast Time,Время каста
STAT_CATEGORY_ABILITIES_LABEL,1200000000000006,Abilities,Способности
STAT_CATEGORY_BASE_DAMAGE_LABEL,1200000000000005,Base Damage,Базовый урон
STAT_CATEGORY_CORE_LABEL,1200000000000002,Core,Основа
STAT_CATEGORY_DEFENSE_LABEL,1200000000000003,Defense,Защита
STAT_CATEGORY_GLOBAL_LABEL,1200000000000009,Global,Глобальные
STAT_CATEGORY_HERO_LABEL,1200000000000000,Hero,Герой
STAT_CATEGORY_MAIN_ATTACK_LABEL,1200000000000001,Main Attack,Основная атака
STAT_CATEGORY_MOBILITY_UTILITY_LABEL,1200000000000007,Mobility & Utility,Мобильность и утилита
STAT_CATEGORY_OFFENSE_LABEL,1200000000000004,Offense,Атака
STAT_CATEGORY_STATUS_EFFECTS_LABEL,1200000000000008,Status Effects,Статус-эффекты
STAT_CHALLENGE_GOLD_BONUS_DESC,690000000000158,Increases gold earned from challenge rewards.,"Повышает золото, получаемое за награды испытаний."
STAT_CHALLENGE_GOLD_BONUS_LABEL,690000000000115,Challenge Gold Bonus,Бонус золота за испытания
STAT_CHAOS_SHARD_COST_LABEL,690000000000132,Chaos Shard Cost,Стоимость в осколках хаоса
STAT_CHEST_COST_REDUCTION_DESC,690000000000159,Reduces the gold cost of locked chests.,Снижает стоимость запертых сундуков в золоте.
STAT_CHEST_COST_REDUCTION_LABEL,690000000000116,Chest Cost Reduction,Снижение стоимости сундуков
STAT_COLD_DAMAGE_BONUS_LABEL,690000000000107,Cold Damage Bonus,Бонус холодного урона
STAT_COLLECT_RANGE_DESC,690000000000155,Increases the range for collecting experience and pickups.,Увеличивает радиус сбора опыта и предметов.
STAT_COLLECT_RANGE_LABEL,690000000000053,Collect Range,Радиус сбора
STAT_COMMON_RELICS_START_LABEL,690000000000126,Common Relics Start,Стартовые обычные реликвии
STAT_CRITICAL_CHANCE_DESC,690000000000012,A chance to deal a Critical Damage,Шанс нанести критический урон
STAT_CRITICAL_CHANCE_LABEL,690000000000081,Critical Chance,Шанс крита
STAT_CRITICAL_DAMAGE_DESC,690000000000013,Normal damage is increased by this amount when it critically strikes,Обычный урон увеличивается на эту величину при критическом ударе
STAT_CRITICAL_DAMAGE_LABEL,690000000000082,Critical Damage,Критический урон
STAT_DAMAGE_LABEL,1200000000000010,Damage,Урон
STAT_DAMAGE_REDUCTION_LABEL,690000000000047,Damage Reduction,Снижение урона
STAT_DAMAGE_TAKEN_DECREASE_LABEL,690000000000033,Damage Taken Decrease,Уменьшение получаемого урона
STAT_DAMAGE_TAKEN_INCREASE_LABEL,690000000000032,Damage Taken Increase,Увеличение получаемого урона
STAT_DASH_CHARGES_DESC,690000000000154,Increases how many dashes you can store before waiting for recharge.,"Увеличивает количество рывков, которые можно накопить до восстановления."
STAT_DASH_CHARGES_LABEL,690000000000072,Dash Charges,Заряды рывка
STAT_DASH_COOLDOWN_DESC,690000000000016,How long it takes to regenerate 1 dash charge,Время восстановления 1 заряда рывка
STAT_DASH_COOLDOWN_LABEL,690000000000052,Dash Cooldown,Перезарядка рывка
STAT_DASH_COOLDOWN_REDUCTION_LABEL,690000000000060,Dash Cooldown Reduction,Сокращение перезарядки рывка
STAT_DASH_DISTANCE_DESC,690000000000153,Increases how far each dash travels.,Увеличивает дальность каждого рывка.
STAT_DASH_DISTANCE_LABEL,690000000000050,Dash Distance,Дальность рывка
STAT_DASH_SPEED_DESC,690000000000152,Increases how quickly your dash moves you to its destination.,Увеличивает скорость перемещения рывком к точке назначения.
STAT_DASH_SPEED_LABEL,690000000000051,Dash Speed,Скорость рывка
STAT_DURATION_LABEL,690000000000088,Duration,Длительность
STAT_ELEMENTAL_RESISTANCE_LABEL,690000000000035,Elemental Resistance,Сопротивление стихиям
STAT_ELITE_BOSS_BONUS_DAMAGE_DESC,690000000000139,Increases damage you deal to elite and boss enemies. Regular enemies are not affected.,"Увеличивает урон, наносимый элитным врагам и боссам. На обычных врагов не действует."
STAT_ELITE_BOSS_BONUS_DAMAGE_LABEL,690000000000076,Elite Boss Bonus Damage,Бонус урона элите и боссам
STAT_ENEMY_GOLD_DROP_BONUS_DESC,690000000000167,Increases gold dropped by enemies. This stacks with Gold Gain when enemy gold is collected.,"Увеличивает количество золота, выпадающего с врагов. Складывается с Приростом золота при сборе золота с врагов."
STAT_ENEMY_GOLD_DROP_BONUS_LABEL,690000000000130,Enemy Gold Drop Bonus,Бонус золота с врагов
STAT_ENERGY_SHIELD_DESC,690000000000019,Absorbs damage before life and recharges when you avoid hits.,Поглощает урон до здоровья и восстанавливается при уклонении от попаданий.
STAT_ENERGY_SHIELD_LABEL,690000000000042,Energy Shield,Энергощит
STAT_ENERGY_SHIELD_RECHARGE_AMOUNT_DESC,690000000000020,Percent of maximum energy shield restored each second while recharging.,"Процент от максимального энергощита, восстанавливаемый каждую секунду при перезарядке."
STAT_ENERGY_SHIELD_RECHARGE_AMOUNT_LABEL,690000000000048,Energy Shield Recharge Amount,Скорость восстановления энергощита
STAT_ENERGY_SHIELD_RECHARGE_DELAY_DESC,690000000000021,Delay after taking damage before energy shield starts recharging.,Задержка после получения урона перед началом восстановления энергощита.
STAT_ENERGY_SHIELD_RECHARGE_DELAY_LABEL,690000000000043,Energy Shield Recharge Delay,Задержка восстановления энергощита
STAT_ENGAGE_RANGE_LABEL,690000000000031,Engage Range,Дальность вступления в бой
STAT_EPIC_RELICS_START_LABEL,690000000000129,Epic Relics Start,Стартовые эпические реликвии
STAT_EVADE_CHANCE_CAP_DESC,690000000000169,Maximum chance to avoid direct damage. Raising this lets Evade Chance protect you past its current cap.,Максимальный шанс избежать прямого урона. Повышение этого предела позволяет Шансу уклонения защищать сверх текущего лимита.
STAT_EVADE_CHANCE_CAP_LABEL,690000000000168,Evade Chance Cap,Предел шанса уклонения
STAT_EVADE_CHANCE_DESC,690000000000024,"Chance to avoid taking damage.
Maximum evade chance is capped at <1>{evadeCap}</1>","Шанс избежать получения урона.
Максимальный шанс уклонения ограничен значением <1>{evadeCap}</1>"
STAT_EVADE_CHANCE_LABEL,690000000000041,Evade Chance,Шанс уклонения
STAT_EXPERIENCE_DROP_CHANCE_LABEL,690000000000056,Experience Drop Chance,Шанс выпадения опыта
STAT_EXPERIENCE_GAIN_BONUS_DESC,690000000000156,"Increases experience gained, helping you level up faster.","Увеличивает получаемый опыт, помогая быстрее повышать уровень."
STAT_EXPERIENCE_GAIN_BONUS_LABEL,690000000000074,Experience Gain Bonus,Бонус прироста опыта
STAT_FIRE_DAMAGE_BONUS_LABEL,690000000000101,Fire Damage Bonus,Бонус огненного урона
STAT_FOCUS_AFFIX_HINT,50984700076043,This is a Recommended Stat for your Arsenal build. Look for it on gear to get stronger.,"Это рекомендуемая характеристика для вашей сборки Арсенала. Ищите её на снаряжении, чтобы стать сильнее."
STAT_FREE_CHEST_OPEN_CHANCE_LABEL,690000000000133,Free Chest Open Chance,Шанс бесплатного открытия сундука
STAT_GATHERING_SPEED_BONUS_LABEL,690000000000054,Gathering Speed Bonus,Бонус скорости сбора
STAT_GATHERING_YIELD_BONUS_LABEL,690000000000055,Gathering Yield Bonus,Бонус добычи при сборе
STAT_GOLD_GAIN_BONUS_DESC,690000000000166,Increases gold gained from most sources. Enemy gold uses both Gold Gain and Enemy Gold Drop Bonus.,"Увеличивает золото, получаемое из большинства источников. Золото с врагов учитывает и Прирост золота, и Бонус золота с врагов."
STAT_GOLD_GAIN_BONUS_LABEL,690000000000006,Gold Gain,Прирост золота
STAT_HEAL_ON_LEVEL_UP_LABEL,690000000000046,Heal On Level Up,Исцеление при повышении уровня
STAT_HIT_ABSORB_AMOUNT_LABEL,690000000000059,Hit Absorb Amount,Величина поглощения удара
STAT_HIT_ABSORB_CHARGES_LABEL,690000000000057,Hit Absorb Charges,Заряды поглощения ударов
STAT_HIT_ABSORB_CHARGES_REGEN_INTERVAL_LABEL,690000000000058,Hit Absorb Charges Regen Interval,Интервал восстановления зарядов поглощения ударов
STAT_INVULNERABLE_LABEL,690000000000038,Invulnerable,Неуязвимость
STAT_KNOCKBACK_FORCE_LABEL,690000000000087,Knockback Force,Сила отбрасывания
STAT_LEGENDARY_POWER_CHOICES_DESC,690000000000161,Increases how many Legendary Power options you can choose from.,Увеличивает количество вариантов Легендарной силы на выбор.
STAT_LEGENDARY_POWER_CHOICES_LABEL,690000000000118,Legendary Power Choices,Выбор легендарной силы
STAT_LIFESTEAL_CHANCE_DESC,690000000000023,Chance to heal 1 life for each enemy hit with your Main Attack.,"Шанс восстановить 1 здоровье за каждого врага, поражённого основной атакой."
STAT_LIFESTEAL_CHANCE_LABEL,690000000000044,Lifesteal Chance,Шанс вампиризма
STAT_LIFE_DESC,690000000000008,How much damage you can take before dying.,Сколько урона можно получить до гибели.
STAT_LIFE_LABEL,690000000000001,Maximum Life,Макс. здоровье
STAT_LIFE_REGEN_COOLDOWN_DESC,690000000000134,Time between each life regeneration heal. Lower values heal you more often.,Время между восстановлениями здоровья. Меньшие значения исцеляют чаще.
STAT_LIFE_REGEN_COOLDOWN_LABEL,690000000000003,Life Regen Cooldown,Перезарядка регенерации здоровья
STAT_LIFE_REGEN_DESC,690000000000010,Amount of life that regenerates each {regenCooldown}s,"Количество здоровья, восстанавливаемое каждые {regenCooldown} с"
STAT_LIFE_REGEN_LABEL,690000000000002,Life Regen Amount,Величина регенерации здоровья
STAT_LIGHTNING_DAMAGE_BONUS_LABEL,690000000000102,Lightning Damage Bonus,Бонус урона молнией
STAT_LOCKED_CHEST_SPAWN_COUNT_LABEL,690000000000123,Locked Chest Spawn Count,Количество появляющихся запертых сундуков
STAT_MAGIC_FIND_LABEL,690000000000131,Magic Find,Поиск магии
STAT_MAGIC_RESISTANCE_CAP_DESC,690000000000136,Maximum magical damage reduction Magic Resistance can reach. Raising this lets Magic Resistance protect you past its current cap.,"Максимальное снижение магического урона, которого может достичь сопротивление магии. Повышение этого предела позволяет сопротивлению магии защищать сверх текущего лимита."
STAT_MAGIC_RESISTANCE_CAP_LABEL,690000000000040,Magic Resistance Cap,Предел сопротивления магии
STAT_MAGIC_RESISTANCE_DESC,690000000000011,"Damage reduction from all magical sources, like enemy fireballs, area of effects or necrotic projectiles.
Maximum magic resistance is capped at <1>{magicCap}</1>","Снижение урона от всех магических источников: вражеских огненных шаров, областей действия или некротических снарядов.
Максимальное сопротивление магии ограничено значением <1>{magicCap}</1>"
STAT_MAGIC_RESISTANCE_LABEL,690000000000036,Magic Resistance,Сопротивление магии
STAT_MAIN_ATTACK_BLEED_CHANCE_DESC,690000000000029,Chance for main attack hits to apply Bleed.,Шанс наложить Кровотечение при попадании основной атакой.
STAT_MAIN_ATTACK_BLEED_CHANCE_LABEL,690000000000114,Main Attack Bleed Chance,Шанс кровотечения от основной атаки
STAT_MAIN_ATTACK_BLIGHT_CHANCE_DESC,690000000000028,Chance for main attack hits to apply Blight.,Шанс наложить Порчу при попадании основной атакой.
STAT_MAIN_ATTACK_BLIGHT_CHANCE_LABEL,690000000000113,Main Attack Blight Chance,Шанс порчи от основной атаки
STAT_MAIN_ATTACK_BURN_CHANCE_DESC,690000000000026,Chance for main attack hits to apply Burn.,Шанс наложить Горение при попадании основной атакой.
STAT_MAIN_ATTACK_BURN_CHANCE_LABEL,690000000000111,Main Attack Burn Chance,Шанс горения от основной атаки
STAT_MAIN_ATTACK_CHILL_CHANCE_DESC,690000000000027,Chance for main attack hits to apply Chill.,Шанс наложить Озноб при попадании основной атакой.
STAT_MAIN_ATTACK_CHILL_CHANCE_LABEL,690000000000112,Main Attack Chill Chance,Шанс озноба от основной атаки
STAT_MOVE_SPEED_DESC,690000000000017,How fast your hero moves,Как быстро перемещается герой
STAT_MOVE_SPEED_LABEL,690000000000030,Move Speed,Скорость передвижения
STAT_MYSTIC_DAMAGE_BONUS_LABEL,690000000000106,Mystic Damage Bonus,Бонус мистического урона
STAT_NECROTIC_DAMAGE_BONUS_LABEL,690000000000105,Necrotic Damage Bonus,Бонус некротического урона
STAT_NO_OBELISK_SHOP_LABEL,690000000000125,No Obelisk Shop,Без магазина Обелиска
STAT_OBELISK_EPIC_RELICS_GUARANTEED_LABEL,690000000000124,Obelisk Epic Relics Guaranteed,Гарантированные эпические реликвии Обелиска
STAT_OVERCHARGE_COOLDOWN_DESC,690000000000018,How often can you use Overcharge ability,Как часто можно использовать способность Перегрузка
STAT_OVERCHARGE_COOLDOWN_LABEL,690000000000170,Overcharge Cooldown,Перезарядка Перегрузки
STAT_OVERCHARGE_DAMAGE_BONUS_DESC,690000000000140,Increases damage dealt by Overcharge abilities. This scales Overcharge damage after its base damage is calculated.,Увеличивает урон от способностей Перегрузки. Этот бонус масштабирует урон Перегрузки после расчёта её базового урона.
STAT_OVERCHARGE_DAMAGE_BONUS_LABEL,690000000000070,Overcharge Damage Bonus,Бонус урона Перегрузки
STAT_OVERCHARGE_REGEN_LABEL,690000000000049,Overcharge Regen,Восстановление Перегрузки
STAT_OVERLIFE_LABEL,690000000000078,Overlife,Сверхздоровье
STAT_OVERLIFE_PERCENT_LABEL,690000000000077,Overlife Percent,Процент сверхздоровья
STAT_PHYSICAL_DAMAGE_BONUS_LABEL,690000000000100,Physical Damage Bonus,Бонус физического урона
STAT_PIERCE_COUNT_LABEL,690000000000086,Pierce Count,Число пробитий
STAT_PROJECTILE_COUNT_BONUS_DESC,690000000000141,"Adds more projectiles to projectile-based abilities. The bonus is percentage-based, so +100% turns 1 projectile into 2.","Добавляет снаряды способностям, основанным на снарядах. Бонус процентный, поэтому +100% превращает 1 снаряд в 2."
STAT_PROJECTILE_COUNT_BONUS_LABEL,690000000000071,Projectile Count Bonus,Бонус количества снарядов
STAT_PROJECTILE_COUNT_LABEL,690000000000092,Projectile Count,Кол-во снарядов
STAT_PROJECTILE_RANGE_BONUS_LABEL,690000000000085,Projectile Range Bonus,Бонус дальности снарядов
STAT_PROJECTILE_RANGE_LABEL,690000000000094,Projectile Range,Дальность снарядов
STAT_PROJECTILE_SPEED_BONUS_LABEL,690000000000084,Projectile Speed Bonus,Бонус скорости снарядов
STAT_PROJECTILE_SPEED_LABEL,690000000000093,Projectile Speed,Скорость снарядов
STAT_RADIUS_LABEL,690000000000099,Radius,Радиус
STAT_RANGE_LABEL,690000000000095,Range,Дальность
STAT_RARE_RELICS_START_LABEL,690000000000128,Rare Relics Start,Стартовые редкие реликвии
STAT_RUNESTONE_CAPTURE_RADIUS_BONUS_DESC,690000000000165,Increases the distance from which you can capture runestones.,"Увеличивает расстояние, с которого можно захватывать рунные камни."
STAT_RUNESTONE_CAPTURE_RADIUS_BONUS_LABEL,690000000000121,Runestone Capture Radius Bonus,Бонус радиуса захвата рунных камней
STAT_RUNESTONE_CAPTURE_SPEED_BONUS_DESC,690000000000164,Reduces the time needed to capture runestones.,"Сокращает время, необходимое для захвата рунных камней."
STAT_RUNESTONE_CAPTURE_SPEED_BONUS_LABEL,690000000000122,Runestone Capture Speed Bonus,Бонус скорости захвата рунных камней
STAT_SECURE_SLOTS_LABEL,690000000000073,Secure Slots,Защищённые слоты
